<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.IMOEX;D;20111128;000000;1421.2700000;1469.3600000;1421.2700000;1466.2200000;62535007088
RI.IMOEX;D;20111129;000000;1471.1000000;1480.6500000;1448.8800000;1454.6700000;52417498188
RI.IMOEX;D;20111130;000000;1453.5700000;1502.7900000;1447.7600000;1499.6200000;94337937789
RI.IMOEX;D;20111201;000000;1505.1500000;1522.7100000;1498.2700000;1505.2700000;90622158135
RI.IMOEX;D;20111202;000000;1507.3700000;1523.7900000;1495.9300000;1505.7700000;81881995602
RI.IMOEX;D;20111205;000000;1506.7800000;1521.3000000;1499.4000000;1517.8900000;43091132545
RI.IMOEX;D;20111206;000000;1513.5200000;1516.0700000;1456.0300000;1457.9000000;77834755812
RI.IMOEX;D;20111207;000000;1464.0900000;1471.8800000;1437.4300000;1448.3900000;73420558498
RI.IMOEX;D;20111208;000000;1450.2000000;1482.3000000;1450.2000000;1456.3600000;64129404103
RI.IMOEX;D;20111209;000000;1439.7300000;1439.7300000;1390.7600000;1396.2800000;74926960099
RI.IMOEX;D;20111212;000000;1400.9800000;1427.2300000;1344.9600000;1349.9600000;60613756464
RI.IMOEX;D;20111213;000000;1348.6100000;1379.3200000;1323.4200000;1378.5600000;73289766354
RI.IMOEX;D;20111214;000000;1373.8600000;1406.8500000;1360.6000000;1372.4200000;69745336804
RI.IMOEX;D;20111215;000000;1366.0300000;1396.6800000;1351.1400000;1393.6100000;76072356188
RI.IMOEX;D;20111216;000000;1397.4600000;1408.0600000;1375.2900000;1383.4200000;48414182448
RI.IMOEX;D;20111219;000000;1381.7100000;1392.6000000;1358.7000000;1376.7500000;46438559742
RI.IMOEX;D;20111220;000000;1379.5800000;1412.5900000;1367.4700000;1411.4900000;45100124240
RI.IMOEX;D;20111221;000000;1414.5900000;1420.7100000;1381.0300000;1392.0600000;54361276556
RI.IMOEX;D;20111222;000000;1390.5000000;1393.7700000;1372.2500000;1383.1400000;37190009648
RI.IMOEX;D;20111223;000000;1385.6800000;1391.1200000;1373.4600000;1379.9800000;29599832637
RI.IMOEX;D;20111226;000000;1380.5800000;1391.9600000;1380.5800000;1390.0400000;17058711462
RI.IMOEX;D;20111227;000000;1389.2400000;1390.4200000;1375.9600000;1386.3100000;17761288166
RI.IMOEX;D;20111228;000000;1385.3600000;1391.6000000;1379.1700000;1380.2900000;19701938439
RI.IMOEX;D;20111229;000000;1378.4600000;1390.0800000;1361.0200000;1388.4700000;27296287287
RI.IMOEX;D;20111230;000000;1388.4900000;1409.5700000;1382.7700000;1402.0200000;20168362627
RI.IMOEX;D;20120103;000000;1408.0800000;1447.6600000;1408.0800000;1444.8100000;21790310159
RI.IMOEX;D;20120104;000000;1444.7900000;1453.2200000;1437.6200000;1450.6400000;25109559238
RI.IMOEX;D;20120105;000000;1449.0700000;1458.1400000;1432.9400000;1439.3300000;25650055451
RI.IMOEX;D;20120106;000000;1436.9000000;1453.9200000;1431.9700000;1438.9500000;22424496522
RI.IMOEX;D;20120109;000000;1438.6300000;1449.4600000;1432.0200000;1446.4400000;18960834618
RI.IMOEX;D;20120110;000000;1448.2100000;1478.7100000;1448.2100000;1473.9600000;52313157534
RI.IMOEX;D;20120111;000000;1473.3700000;1480.2800000;1458.7400000;1470.2400000;51970873822
RI.IMOEX;D;20120112;000000;1468.7200000;1485.1300000;1457.7800000;1463.1700000;50279347170
RI.IMOEX;D;20120113;000000;1464.2200000;1478.1200000;1458.7500000;1459.4100000;43613427210
RI.IMOEX;D;20120116;000000;1455.0400000;1467.4100000;1445.9800000;1465.9100000;30236488017
RI.IMOEX;D;20120117;000000;1471.5000000;1494.9500000;1471.5000000;1484.7200000;46819889466
RI.IMOEX;D;20120118;000000;1485.6000000;1499.7200000;1475.5700000;1496.3500000;40017118776
RI.IMOEX;D;20120119;000000;1497.6800000;1505.9700000;1490.4700000;1505.7500000;52492380529
RI.IMOEX;D;20120120;000000;1506.1400000;1506.5100000;1486.1700000;1490.4100000;40288471707
RI.IMOEX;D;20120123;000000;1489.9900000;1502.1600000;1477.0200000;1496.0900000;49532903695
RI.IMOEX;D;20120124;000000;1495.2500000;1496.3900000;1480.6500000;1489.4100000;40299506377
RI.IMOEX;D;20120125;000000;1492.8200000;1507.4000000;1492.0500000;1504.2300000;58966703612
RI.IMOEX;D;20120126;000000;1504.9300000;1519.5100000;1503.5100000;1512.0800000;73866101768
RI.IMOEX;D;20120127;000000;1510.1400000;1518.4000000;1503.3800000;1511.6100000;48908874497
RI.IMOEX;D;20120130;000000;1507.3000000;1509.1700000;1492.0400000;1500.5100000;40198272105
RI.IMOEX;D;20120131;000000;1501.3900000;1518.3500000;1501.3900000;1510.9100000;44096103631
RI.IMOEX;D;20120201;000000;1510.3000000;1545.7700000;1504.1700000;1544.6400000;57052626556
RI.IMOEX;D;20120202;000000;1544.2400000;1547.5900000;1532.4500000;1540.7000000;63303811692
RI.IMOEX;D;20120203;000000;1541.3000000;1569.2100000;1536.3400000;1569.1800000;46146088352
RI.IMOEX;D;20120206;000000;1567.6100000;1570.4500000;1557.8700000;1563.1000000;43613930122
RI.IMOEX;D;20120207;000000;1563.5700000;1571.6700000;1546.3400000;1556.0300000;45517383708
RI.IMOEX;D;20120208;000000;1555.8400000;1571.4200000;1551.1900000;1554.9600000;54313826239
RI.IMOEX;D;20120209;000000;1554.7100000;1565.9000000;1532.7700000;1543.1600000;64973148431
RI.IMOEX;D;20120210;000000;1540.2400000;1540.2400000;1521.8300000;1524.9200000;44967264902
RI.IMOEX;D;20120213;000000;1525.9600000;1561.7400000;1525.9600000;1561.4500000;46608479164
RI.IMOEX;D;20120214;000000;1558.1000000;1574.7500000;1553.7100000;1556.2200000;46161470329
RI.IMOEX;D;20120215;000000;1565.4600000;1582.6600000;1565.4600000;1573.4200000;47979606198
RI.IMOEX;D;20120216;000000;1571.4000000;1578.1000000;1554.4200000;1578.1000000;45049711461
RI.IMOEX;D;20120217;000000;1580.4100000;1585.0300000;1559.9200000;1569.4200000;38579394041
RI.IMOEX;D;20120220;000000;1573.4300000;1585.7400000;1573.4300000;1576.6800000;26520670293
RI.IMOEX;D;20120221;000000;1577.0200000;1578.5900000;1555.6000000;1559.8100000;36586927201
RI.IMOEX;D;20120222;000000;1560.4400000;1571.1300000;1534.9300000;1537.5000000;44511693689
RI.IMOEX;D;20120224;000000;1544.4600000;1600.6100000;1544.4600000;1599.9200000;68147509985
RI.IMOEX;D;20120227;000000;1591.7600000;1607.6900000;1585.5100000;1595.5700000;52817239248
RI.IMOEX;D;20120228;000000;1597.0500000;1604.2200000;1570.2500000;1579.2800000;45163005506
RI.IMOEX;D;20120229;000000;1579.6800000;1602.7200000;1579.3800000;1594.3200000;44201318712
RI.IMOEX;D;20120301;000000;1590.4600000;1598.9400000;1577.9800000;1598.8300000;43069454241
RI.IMOEX;D;20120302;000000;1599.2500000;1616.7600000;1587.8200000;1614.1500000;47041246799
RI.IMOEX;D;20120305;000000;1611.9000000;1629.5200000;1608.5800000;1622.4400000;47527601991
RI.IMOEX;D;20120306;000000;1622.4200000;1622.4200000;1551.1900000;1551.2900000;62403153714
RI.IMOEX;D;20120307;000000;1553.9200000;1574.8200000;1552.7200000;1571.6500000;44947923853
RI.IMOEX;D;20120311;000000;1582.3300000;1608.6000000;1582.3300000;1604.4200000;17294155860
RI.IMOEX;D;20120312;000000;1595.9600000;1619.2000000;1592.5600000;1603.7400000;48931574757
RI.IMOEX;D;20120313;000000;1607.9600000;1619.9000000;1606.2000000;1619.9000000;40362727763
RI.IMOEX;D;20120314;000000;1621.2600000;1634.3100000;1619.6800000;1624.4800000;67103084405
RI.IMOEX;D;20120315;000000;1627.4200000;1639.6200000;1618.3800000;1622.2300000;78777673373
RI.IMOEX;D;20120316;000000;1625.4800000;1629.0100000;1608.8500000;1616.4500000;45504458346
RI.IMOEX;D;20120319;000000;1617.3100000;1626.8100000;1579.1700000;1588.5800000;50405338669
RI.IMOEX;D;20120320;000000;1588.3000000;1594.0700000;1554.4500000;1559.0100000;46952068576
RI.IMOEX;D;20120321;000000;1561.3300000;1572.2300000;1542.1500000;1554.0400000;51068196191
RI.IMOEX;D;20120322;000000;1552.7400000;1561.1100000;1525.6700000;1530.2000000;47585085589
RI.IMOEX;D;20120323;000000;1532.4400000;1545.9400000;1518.2400000;1544.5400000;39542683993
RI.IMOEX;D;20120326;000000;1544.4600000;1568.8500000;1541.0600000;1567.2600000;42099417154
RI.IMOEX;D;20120327;000000;1569.9000000;1574.2700000;1549.2800000;1555.5300000;40937652729
RI.IMOEX;D;20120328;000000;1553.5100000;1553.7800000;1512.6200000;1516.1100000;52429905718
RI.IMOEX;D;20120329;000000;1516.5100000;1521.5800000;1486.9300000;1504.3800000;50847032405
RI.IMOEX;D;20120330;000000;1503.9900000;1531.8900000;1503.9900000;1518.2900000;54689158652
RI.IMOEX;D;20120402;000000;1522.8900000;1537.7300000;1508.3200000;1526.9700000;38402375084
RI.IMOEX;D;20120403;000000;1528.5300000;1556.5000000;1528.4100000;1544.9000000;48968697134
RI.IMOEX;D;20120404;000000;1540.7600000;1545.5200000;1506.6500000;1514.7600000;46749585221
RI.IMOEX;D;20120405;000000;1514.4700000;1527.8400000;1495.4900000;1524.9400000;47260544976
RI.IMOEX;D;20120406;000000;1526.1600000;1529.7200000;1494.6600000;1499.0500000;26131661564
RI.IMOEX;D;20120409;000000;1498.1500000;1511.4200000;1477.4700000;1509.1100000;33890415561
RI.IMOEX;D;20120410;000000;1509.8300000;1520.1200000;1486.2200000;1486.2200000;43151417604
RI.IMOEX;D;20120411;000000;1487.6600000;1520.3700000;1487.6600000;1507.5300000;42539445671
RI.IMOEX;D;20120412;000000;1509.7100000;1512.4500000;1488.8200000;1502.9700000;42351569825
RI.IMOEX;D;20120413;000000;1500.3100000;1516.3700000;1496.9300000;1504.8400000;43791331378
RI.IMOEX;D;20120416;000000;1496.7200000;1503.5700000;1474.9600000;1478.5200000;45074080729
RI.IMOEX;D;20120417;000000;1477.7900000;1481.2300000;1463.2300000;1478.6400000;46369944410
RI.IMOEX;D;20120418;000000;1480.0800000;1485.4400000;1465.5000000;1469.7500000;33895532895
RI.IMOEX;D;20120419;000000;1470.4500000;1503.7700000;1469.5900000;1488.3300000;47259333239
RI.IMOEX;D;20120420;000000;1491.4100000;1506.7700000;1485.1700000;1503.6100000;35032291847
RI.IMOEX;D;20120423;000000;1503.2700000;1503.2700000;1462.7500000;1467.4300000;35928981606
RI.IMOEX;D;20120424;000000;1468.8500000;1472.1200000;1445.8500000;1457.5200000;34211970393
RI.IMOEX;D;20120425;000000;1457.8700000;1470.1800000;1457.8700000;1462.0800000;27429266930
RI.IMOEX;D;20120426;000000;1465.5200000;1467.1600000;1440.8200000;1452.0000000;31132481760
RI.IMOEX;D;20120427;000000;1446.1900000;1470.6700000;1439.9800000;1470.0000000;35325501713
RI.IMOEX;D;20120428;000000;1469.2900000;1474.7700000;1468.3600000;1474.1400000;6305193154
RI.IMOEX;D;20120502;000000;1476.4500000;1489.9000000;1445.7200000;1448.1500000;34231843143
RI.IMOEX;D;20120503;000000;1447.8700000;1456.5200000;1437.2100000;1439.9700000;29407477804
RI.IMOEX;D;20120504;000000;1438.8400000;1439.0000000;1385.7500000;1390.7300000;46084116519
RI.IMOEX;D;20120505;000000;1390.0500000;1391.0600000;1381.2500000;1386.0700000;8670493840
RI.IMOEX;D;20120507;000000;1361.5000000;1393.0800000;1350.1700000;1388.6400000;19095805784
RI.IMOEX;D;20120508;000000;1388.9900000;1399.5800000;1371.2100000;1385.8000000;22746122726
RI.IMOEX;D;20120510;000000;1384.7600000;1418.0900000;1382.4300000;1404.6700000;41612123608
RI.IMOEX;D;20120511;000000;1396.0800000;1396.0800000;1373.3800000;1384.6200000;35742160583
RI.IMOEX;D;20120512;000000;1382.1600000;1388.2900000;1372.8300000;1386.8100000;7951626237
RI.IMOEX;D;20120514;000000;1386.3900000;1386.3900000;1333.5000000;1334.8500000;33567494385
RI.IMOEX;D;20120515;000000;1333.9100000;1345.2300000;1311.7100000;1338.4300000;47020002017
RI.IMOEX;D;20120516;000000;1333.2700000;1340.5600000;1316.4200000;1331.0100000;45811248906
RI.IMOEX;D;20120517;000000;1333.3800000;1342.8800000;1278.4700000;1278.4700000;57806164860
RI.IMOEX;D;20120518;000000;1268.7000000;1293.4100000;1246.5200000;1269.1800000;63294196068
RI.IMOEX;D;20120521;000000;1276.1700000;1299.6100000;1261.3400000;1298.4700000;39108130652
RI.IMOEX;D;20120522;000000;1303.0400000;1307.0900000;1286.6000000;1297.7000000;38316891646
RI.IMOEX;D;20120523;000000;1288.8700000;1288.8700000;1251.9200000;1263.6400000;40036578096
RI.IMOEX;D;20120524;000000;1262.7800000;1286.5500000;1241.6200000;1279.8300000;43663266308
RI.IMOEX;D;20120525;000000;1278.4700000;1295.0100000;1273.5700000;1281.2400000;32976298785
RI.IMOEX;D;20120528;000000;1289.6400000;1304.2800000;1288.5800000;1291.4800000;22079327163
RI.IMOEX;D;20120529;000000;1295.7800000;1329.3000000;1295.7800000;1322.9900000;43166046363
RI.IMOEX;D;20120530;000000;1321.4400000;1321.4400000;1300.2200000;1313.3700000;45844062754
RI.IMOEX;D;20120531;000000;1311.8100000;1327.2500000;1303.7000000;1312.2400000;51449184677
RI.IMOEX;D;20120601;000000;1312.1200000;1320.4800000;1278.5600000;1299.5000000;45989973640
RI.IMOEX;D;20120604;000000;1288.6900000;1314.2300000;1280.2900000;1310.2100000;34431292811
RI.IMOEX;D;20120605;000000;1314.1100000;1320.6100000;1291.0400000;1295.8200000;30108195116
RI.IMOEX;D;20120606;000000;1300.7500000;1317.3700000;1289.4000000;1310.5300000;39986250427
RI.IMOEX;D;20120607;000000;1316.6400000;1340.2500000;1297.7900000;1333.0800000;48413439830
RI.IMOEX;D;20120608;000000;1325.5200000;1336.5700000;1316.0200000;1336.2500000;34560559349
RI.IMOEX;D;20120609;000000;1336.2500000;1341.3200000;1334.9800000;1338.2900000;7319195170
RI.IMOEX;D;20120613;000000;1339.1800000;1357.3900000;1333.3700000;1342.7100000;32929173169
RI.IMOEX;D;20120614;000000;1343.5900000;1350.7300000;1333.5800000;1348.2000000;21300537575
RI.IMOEX;D;20120615;000000;1349.3600000;1379.4100000;1347.7400000;1375.4100000;50046505358
RI.IMOEX;D;20120618;000000;1376.0200000;1392.4000000;1376.0200000;1385.9500000;39779880607
RI.IMOEX;D;20120619;000000;1386.2300000;1397.3300000;1382.3000000;1391.4500000;31748043025
RI.IMOEX;D;20120620;000000;1390.6600000;1390.6600000;1370.9500000;1373.4500000;25499424391
RI.IMOEX;D;20120621;000000;1370.7700000;1382.6700000;1351.9400000;1352.5900000;32881498994
RI.IMOEX;D;20120622;000000;1353.3200000;1355.8700000;1342.3200000;1349.5900000;27899457544
RI.IMOEX;D;20120625;000000;1348.4300000;1348.4300000;1325.7400000;1331.1500000;23930467118
RI.IMOEX;D;20120626;000000;1331.0800000;1349.7800000;1331.0800000;1344.6900000;24082836075
RI.IMOEX;D;20120627;000000;1344.7900000;1379.1700000;1344.0500000;1366.4300000;27529985400
RI.IMOEX;D;20120628;000000;1367.6700000;1370.5100000;1340.6600000;1343.3400000;29223762416
RI.IMOEX;D;20120629;000000;1353.8100000;1390.0800000;1353.8100000;1386.8900000;37907998201
RI.IMOEX;D;20120702;000000;1386.9000000;1408.8700000;1383.6700000;1408.1600000;30295976484
RI.IMOEX;D;20120703;000000;1406.6600000;1440.6500000;1406.6600000;1437.4400000;39743178064
RI.IMOEX;D;20120704;000000;1437.1400000;1446.3800000;1426.0200000;1444.3700000;22426502020
RI.IMOEX;D;20120705;000000;1442.2800000;1458.3300000;1430.4700000;1435.4200000;43273980189
RI.IMOEX;D;20120706;000000;1433.6600000;1440.8900000;1408.4200000;1415.8000000;28956027385
RI.IMOEX;D;20120709;000000;1414.3600000;1424.8000000;1405.7200000;1413.8100000;22402693323
RI.IMOEX;D;20120710;000000;1412.5900000;1433.5600000;1401.9600000;1415.7800000;31295156979
RI.IMOEX;D;20120711;000000;1417.2600000;1417.2600000;1396.7300000;1405.4600000;30614005465
RI.IMOEX;D;20120712;000000;1405.1800000;1405.1800000;1379.1100000;1399.0700000;27120411154
RI.IMOEX;D;20120713;000000;1399.8300000;1418.2400000;1399.1000000;1417.1000000;24492118473
RI.IMOEX;D;20120716;000000;1417.2700000;1423.8600000;1412.9800000;1422.2100000;20756693760
RI.IMOEX;D;20120717;000000;1423.7300000;1442.1400000;1423.3600000;1432.5900000;30314713249
RI.IMOEX;D;20120718;000000;1432.1500000;1436.3900000;1423.7900000;1427.9900000;21063518335
RI.IMOEX;D;20120719;000000;1430.6700000;1444.8300000;1430.6700000;1433.1600000;28439863087
RI.IMOEX;D;20120720;000000;1430.8300000;1430.8300000;1414.0100000;1415.6900000;21084974849
RI.IMOEX;D;20120723;000000;1409.0600000;1409.0600000;1367.7300000;1376.5200000;36653823930
RI.IMOEX;D;20120724;000000;1378.6100000;1382.9100000;1359.0200000;1360.9200000;30319884837
RI.IMOEX;D;20120725;000000;1360.2800000;1385.2000000;1353.5800000;1370.4700000;38022997217
RI.IMOEX;D;20120726;000000;1370.7200000;1385.8300000;1358.5900000;1384.8800000;32507040078
RI.IMOEX;D;20120727;000000;1388.0800000;1415.5400000;1385.3900000;1415.1000000;28194891245
RI.IMOEX;D;20120730;000000;1412.3800000;1431.1700000;1412.3800000;1427.7000000;25807960666
RI.IMOEX;D;20120731;000000;1429.6600000;1432.4100000;1402.0600000;1406.3600000;28277197144
RI.IMOEX;D;20120801;000000;1405.6600000;1419.5300000;1401.5000000;1409.6900000;23338872358
RI.IMOEX;D;20120802;000000;1409.5800000;1430.8100000;1386.9800000;1394.1100000;39512367567
RI.IMOEX;D;20120803;000000;1395.4600000;1422.8000000;1391.9800000;1421.9900000;28868999734
RI.IMOEX;D;20120806;000000;1422.4600000;1449.3100000;1417.3200000;1437.3000000;39323045108
RI.IMOEX;D;20120807;000000;1436.2100000;1453.9000000;1433.2700000;1449.8600000;31188374218
RI.IMOEX;D;20120808;000000;1448.0200000;1452.6900000;1438.8500000;1450.9600000;25337240897
RI.IMOEX;D;20120809;000000;1450.9300000;1462.6700000;1438.9800000;1455.9500000;30573821769
RI.IMOEX;D;20120810;000000;1452.3600000;1452.3600000;1430.0200000;1445.0400000;24800479560
RI.IMOEX;D;20120813;000000;1445.0800000;1467.1800000;1444.9400000;1451.9800000;25566852522
RI.IMOEX;D;20120814;000000;1452.9000000;1465.0400000;1452.9000000;1461.6500000;23651597580
RI.IMOEX;D;20120815;000000;1458.7800000;1458.7800000;1433.6700000;1451.3800000;29307302879
RI.IMOEX;D;20120816;000000;1452.2400000;1458.5800000;1442.8200000;1454.5300000;21587317615
RI.IMOEX;D;20120817;000000;1454.8600000;1460.6000000;1444.0300000;1448.2700000;18768496644
RI.IMOEX;D;20120820;000000;1448.0000000;1450.3300000;1420.1000000;1432.5800000;23263054101
RI.IMOEX;D;20120821;000000;1429.3700000;1459.4300000;1428.0300000;1447.4100000;26912043237
RI.IMOEX;D;20120822;000000;1445.1400000;1450.5200000;1436.5900000;1450.1900000;19563000218
RI.IMOEX;D;20120823;000000;1451.6600000;1470.7200000;1449.2000000;1449.2000000;35880177439
RI.IMOEX;D;20120824;000000;1445.4900000;1455.9500000;1439.9200000;1453.6900000;23566991316
RI.IMOEX;D;20120827;000000;1456.3800000;1459.1400000;1441.7400000;1448.0800000;16536881730
RI.IMOEX;D;20120828;000000;1446.6000000;1458.0200000;1444.1100000;1451.1500000;27903762735
RI.IMOEX;D;20120829;000000;1451.2500000;1459.9100000;1436.1500000;1440.2100000;28684848153
RI.IMOEX;D;20120830;000000;1437.7600000;1441.5700000;1425.2100000;1432.5900000;22621817312
RI.IMOEX;D;20120831;000000;1430.5800000;1438.9300000;1417.7900000;1422.3800000;28761507391
RI.IMOEX;D;20120903;000000;1422.8400000;1443.4100000;1422.5100000;1440.7000000;18703271210
RI.IMOEX;D;20120904;000000;1440.2900000;1444.1200000;1434.1000000;1437.9300000;20668303685
RI.IMOEX;D;20120905;000000;1436.6400000;1437.6300000;1420.3300000;1421.9900000;23793537954
RI.IMOEX;D;20120906;000000;1423.0500000;1457.8200000;1423.0500000;1456.0400000;33975137913
RI.IMOEX;D;20120907;000000;1457.3000000;1484.6700000;1457.3000000;1474.5500000;50811307862
RI.IMOEX;D;20120910;000000;1473.7600000;1479.6100000;1464.9000000;1476.0400000;27946597547
RI.IMOEX;D;20120911;000000;1473.7500000;1479.0000000;1466.0600000;1476.2900000;24974300967
RI.IMOEX;D;20120912;000000;1477.7600000;1483.9600000;1472.9200000;1478.4600000;31000582167
RI.IMOEX;D;20120913;000000;1478.7500000;1491.3500000;1468.3300000;1491.0500000;22303695047
RI.IMOEX;D;20120914;000000;1494.0600000;1541.6800000;1494.0600000;1532.8200000;85366636120
RI.IMOEX;D;20120917;000000;1529.9600000;1539.5200000;1520.0100000;1524.8200000;59428296726
RI.IMOEX;D;20120918;000000;1524.3800000;1531.4200000;1511.7700000;1513.8200000;39954115174
RI.IMOEX;D;20120919;000000;1513.8900000;1527.8200000;1490.2800000;1500.7200000;65024050867
RI.IMOEX;D;20120920;000000;1497.4300000;1502.3500000;1480.8200000;1499.5300000;43290673962
RI.IMOEX;D;20120921;000000;1503.7200000;1511.0100000;1493.7800000;1494.9000000;37311382371
RI.IMOEX;D;20120924;000000;1491.7700000;1492.2300000;1480.0400000;1492.2200000;22531737286
RI.IMOEX;D;20120925;000000;1492.7100000;1499.2600000;1475.9100000;1476.1500000;25467003963
RI.IMOEX;D;20120926;000000;1474.5600000;1474.5600000;1442.3000000;1448.3500000;34955466846
RI.IMOEX;D;20120927;000000;1452.6600000;1460.3300000;1438.4400000;1460.0900000;30313143433
RI.IMOEX;D;20120928;000000;1460.9700000;1468.4800000;1450.7300000;1459.0100000;30300144111
RI.IMOEX;D;20121001;000000;1458.8500000;1491.3700000;1452.5800000;1487.7700000;28682754648
RI.IMOEX;D;20121002;000000;1486.7200000;1492.0100000;1478.7400000;1483.0300000;26832012904
RI.IMOEX;D;20121003;000000;1482.5100000;1484.4000000;1469.8000000;1471.6100000;27019340262
RI.IMOEX;D;20121004;000000;1471.6300000;1478.5200000;1451.9600000;1462.0200000;29034273711
RI.IMOEX;D;20121005;000000;1462.7700000;1488.5500000;1462.7700000;1475.6000000;30388196408
RI.IMOEX;D;20121008;000000;1475.4300000;1475.4300000;1459.9200000;1474.6900000;20369444682
RI.IMOEX;D;20121009;000000;1474.9200000;1480.9700000;1469.7500000;1470.9800000;22709230216
RI.IMOEX;D;20121010;000000;1470.2900000;1470.2900000;1456.9800000;1457.7000000;22780216353
RI.IMOEX;D;20121011;000000;1458.1700000;1468.5900000;1453.6200000;1462.3000000;21423201179
RI.IMOEX;D;20121012;000000;1462.4000000;1462.5200000;1440.6600000;1447.1100000;23646902322
RI.IMOEX;D;20121015;000000;1446.5400000;1456.2400000;1440.6800000;1445.2500000;18662474962
RI.IMOEX;D;20121016;000000;1447.4300000;1457.5700000;1439.7900000;1456.7900000;23698348751
RI.IMOEX;D;20121017;000000;1456.7900000;1478.1100000;1454.0200000;1474.1200000;32190495667
RI.IMOEX;D;20121018;000000;1474.6900000;1486.8800000;1467.5200000;1474.3600000;31279161082
RI.IMOEX;D;20121019;000000;1474.3500000;1474.3500000;1457.0100000;1457.0500000;21978413612
RI.IMOEX;D;20121022;000000;1456.7200000;1476.0900000;1451.6200000;1472.4300000;24905632294
RI.IMOEX;D;20121023;000000;1472.3300000;1474.0300000;1451.1200000;1455.9100000;34334131977
RI.IMOEX;D;20121024;000000;1456.1500000;1463.0800000;1437.4200000;1449.9700000;37221961644
RI.IMOEX;D;20121025;000000;1452.0900000;1459.7200000;1443.7700000;1446.2000000;24519328540
RI.IMOEX;D;20121026;000000;1442.1600000;1442.1600000;1424.5200000;1434.6200000;27128301817
RI.IMOEX;D;20121029;000000;1434.4600000;1434.4600000;1422.3400000;1430.5100000;15779320197
RI.IMOEX;D;20121030;000000;1430.0100000;1439.3900000;1419.6600000;1421.1700000;24487140575
RI.IMOEX;D;20121031;000000;1421.5700000;1436.0400000;1421.5700000;1423.4600000;25152842020
RI.IMOEX;D;20121101;000000;1423.5200000;1435.3700000;1407.4800000;1434.4800000;32523640913
RI.IMOEX;D;20121102;000000;1434.3900000;1444.3800000;1428.8400000;1438.4100000;29186920160
RI.IMOEX;D;20121106;000000;1438.7900000;1450.8100000;1436.7300000;1449.0400000;22120589426
RI.IMOEX;D;20121107;000000;1447.6400000;1453.4500000;1420.3800000;1420.4500000;23123118458
RI.IMOEX;D;20121108;000000;1413.5000000;1419.8900000;1395.4800000;1404.1600000;34547830119
RI.IMOEX;D;20121109;000000;1403.4700000;1408.2700000;1392.8000000;1404.2500000;25411933480
RI.IMOEX;D;20121112;000000;1404.6200000;1410.8300000;1394.5100000;1408.5100000;18964781452
RI.IMOEX;D;20121113;000000;1406.7300000;1406.7300000;1370.3800000;1377.1600000;31306109970
RI.IMOEX;D;20121114;000000;1379.6900000;1382.0700000;1360.0700000;1372.6000000;28711014582
RI.IMOEX;D;20121115;000000;1371.1100000;1387.6500000;1364.4500000;1383.8500000;22800545593
RI.IMOEX;D;20121116;000000;1383.8700000;1388.9000000;1375.1200000;1385.5000000;20953739492
RI.IMOEX;D;20121119;000000;1386.9700000;1400.7400000;1386.9700000;1399.1500000;19487371628
RI.IMOEX;D;20121120;000000;1399.8200000;1402.2600000;1389.5700000;1394.9500000;17945974536
RI.IMOEX;D;20121121;000000;1393.2700000;1408.1300000;1389.1300000;1404.3100000;20240940232
RI.IMOEX;D;20121122;000000;1405.6500000;1411.9100000;1401.5900000;1404.9600000;16993950943
RI.IMOEX;D;20121123;000000;1404.3600000;1417.5300000;1401.4600000;1417.1700000;22863340440
RI.IMOEX;D;20121126;000000;1416.8000000;1417.4800000;1399.6300000;1404.8600000;19684636114
RI.IMOEX;D;20121127;000000;1405.7400000;1412.8600000;1392.3000000;1395.1900000;21481586902
RI.IMOEX;D;20121128;000000;1394.0400000;1394.0400000;1378.7000000;1382.9800000;24499456268
RI.IMOEX;D;20121129;000000;1387.7700000;1396.3600000;1385.6900000;1389.5900000;23906203591
RI.IMOEX;D;20121130;000000;1389.5800000;1411.2100000;1384.1800000;1405.1900000;44467531881
RI.IMOEX;D;20121203;000000;1405.9600000;1422.2000000;1403.7000000;1417.3500000;24123757425
RI.IMOEX;D;20121204;000000;1416.7000000;1421.5900000;1407.9000000;1412.6700000;21671782716
RI.IMOEX;D;20121205;000000;1412.8500000;1441.4400000;1412.8500000;1438.6400000;34094332069
RI.IMOEX;D;20121206;000000;1438.4600000;1449.4300000;1434.5900000;1438.4500000;26714936964
RI.IMOEX;D;20121207;000000;1438.4500000;1443.8900000;1427.8500000;1441.4700000;22867281415
RI.IMOEX;D;20121210;000000;1441.9000000;1455.1900000;1438.5200000;1448.5200000;22298686241
RI.IMOEX;D;20121211;000000;1447.7900000;1453.0500000;1441.7800000;1450.0900000;24491082843
RI.IMOEX;D;20121212;000000;1450.7000000;1472.0100000;1450.7000000;1471.8000000;25026660103
RI.IMOEX;D;20121213;000000;1470.9800000;1471.0600000;1454.6600000;1460.5200000;26791259604
RI.IMOEX;D;20121214;000000;1461.9900000;1471.2000000;1460.6400000;1465.7700000;19768799251
RI.IMOEX;D;20121217;000000;1465.8800000;1472.6200000;1458.4400000;1472.4900000;26133492976
RI.IMOEX;D;20121218;000000;1473.3600000;1486.5700000;1473.3600000;1483.7700000;29212424286
RI.IMOEX;D;20121219;000000;1485.0900000;1487.4600000;1477.0500000;1477.6900000;25097039435
